-1903008495291122119814159234596817440180703550063 + 2142402999617404325694800279154765034914709416328 239394504326282205880641044557947594734005866265
8179126987518821477991201981365083550016855381100 + 6759768722020416466672953106161427676431198270180 14938895709539237944664155087526511226448053651280
-7141568335376001838450916009229384569155399187896 + 216956149460058073238006765635066890116684446570 -6924612185915943765212909243594317679038714741326
-8610004170892686945646612922735891988535286805185 + -6113260065210387441195268238848592140678620423816 -14723264236103074386841881161584484129213907229001
2803392017206353019909624111139541146641465819778 + -4798767665667345875759801618361895310093035198564 -1995375648460992855850177507222354163451569378786
-535220896807142642045848440388592407080523665748 + -2450408650911704697531117542349213654428382576979 -2985629547718847339576965982737806061508906242727
4371270202306978752276006495548835235039300497585 + 4797072705285034119629004980908808202699606349800 9168342907592012871905011476457643437738906847385
-8905091516434174562055271804923899831270439279150 + -2772377331953505909268860031801319361089978563929 -11677468848387680471324131836725219192360417843079
8174570579483389521828190993101720788147975360070 + 8253723563244856653352263020673395290078909585536 16428294142728246175180454013775116078226884945606
1727802521491433748394376852462645327269198846205 + -912551856282874770777657628085634353406539252 1726889969635150873623599194834559692915792306953
5495428664277881202506505327135362770307901141262 + 2683099310312122919591588550384150288170709770375 8178527974590004122098093877519513058478610911637
5287318765988142870974697308157140746870016094492 + -8725369369975275519094642194515869391845544543896 -3438050603987132648119944886358728644975528449404
8596362002111712748238588135648704106685207372759 + -4606012961872688977519004081936698367098020393172 3990349040239023770719584053712005739587186979587
5643832014133833809694631847323093132192817077261 + 2198661435581101114318287919207659142138126573109 7842493449714934924012919766530752274330943650370
-5721654466360425166983916017693383842579184156148 + -5929052753810681967330883086738876521445600998505 -11650707220171107134314799104432260364024785154653
8459719984611848843304192180454155334266580316854 + 8740955771023551837425694478182392188985070273005 17200675755635400680729886658636547523251650589859
-8678379410791981589071560753468535159056239031226 + 5844177397960064442901364864588413705061352649889 -2834202012831917146170195888880121453994886381337
3105495301249709446669458293171442278983848175559 + -7777992049436513395851607178333729648255706005805 -4672496748186803949182148885162287369271857830246
9966611213898245471043567067314264583462830440938 + -8542845813618497131602973679607893010765997262063 1423765400279748339440593387706371572696833178875
7630256518671944769397578220469560429449583558868 + -5409728329944634389687473822296933189507408522326 2220528188727310379710104398172627239942175036542
-169582769043278694568925307801925352073911596354 + -6340070140855335766721647055136300739238105309411 -6509652909898614461290572362938226091312016905765
-6779764679687521456771850908102669168490283763411 + 17693873874970716131867679989873993100993711834 -6762070805812550740639983228112795175389290051577
3234533750325207429322119842035149988323340381835 + -9876750069895046433449386746356331489049059728828 -6642216319569839004127266904321181500725719346993
-2826259639428092161835288399961478934712503728223 + -7296354383421373537660866140637420317251291549422 -10122614022849465699496154540598899251963795277645
3644092739393523441157859205761497040872308693235 + 7056942459098315610761251563179770107316217937912 10701035198491839051919110768941267148188526631147
6196690418071554018143593460938003568146701753702 + -7627685614350325101259315290542242225991929094368 -1430995196278771083115721829604238657845227340666
-9391106169033988565927565278494844195691263631875 + 2693624810614979621127369116660458806125691038835 -6697481358419008944800196161834385389565572593040
-8611064140527966062215264192683703700259524258912 + -7283471388834310641281417241501710865103925081510 -15894535529362276703496681434185414565363449340422
5964528845770053365028112761828578944550361294049 + 5981928192974840739084893042483010163540037760638 11946457038744894104113005804311589108090399054687
-7743835867872582850941420539124469220732703490572 + 8522373742496764602255334619586685185677746584568 778537874624181751313914080462215964945043093996
6617777634654882573561477500301234724643862304925 + -9509451866869396523138849955399519725601710842907 -2891674232214513949577372455098285000957848537982
-7056403218187190995199319593782682431651236883933 + 6655926838930532969565528172772712324353980281101 -400476379256658025633791421009970107297256602832
5731530026774563980025161651540881510638277362507 + 6710207581075794881549548023668349497170839373627 12441737607850358861574709675209231007809116736134
3784200551026031689856881230304173232930434657671 + -6480803374457112106022115586869708175719530640527 -2696602823431080416165234356565534942789095982856
-1052566054281839073228333636718330580275534297420 + 2395449656558432549770727267542041798602130763883 1342883602276593476542393630823711218326596466463
-4933716938908867949583458452386872981147690983705 + -1421346415897582493220253214693216082606783647510 -6355063354806450442803711667080089063754474631215
4401320692527238889486366784950984447801521095889 + 7665057356264304703707197397660882190141946931300 12066378048791543593193564182611866637943468027189
-9613699386896318019109719234716252612202351297048 + 8081467383254149975905779631668782441345543233084 -1532232003642168043203939603047470170856808063964
9769126566616195497391963307653190473189609148926 + -8028511186933726456963911332671879191981788214981 1740615379682469040428051974981311281207820933945
2924022754928046955338582875723308359282890637740 + 5081763532867655187131808894606087362308086614706 8005786287795702142470391770329395721590977252446
-5862244738872593452131748940116056801772922577427 + 152816360354344951228181961148020040264402789194 -5709428378518248500903566978968036761508519788233
-7461772171096667844047901394950299755292833265513 + 5728149251122633309191643886879681191604034603010 -1733622919974034534856257508070618563688798662503
-3785291445522480703708025452888990808462274319222 + -1346158963807482895414185449467869652004458979016 -5131450409329963599122210902356860460466733298238
-4121670633889944275831935981378629418699863120769 + 1107663855891272201680986312229232764302816469566 -3014006777998672074150949669149396654397046651203
-7949176938092620133957244807654452833893743629279 + 7015624431943179401115879456572301261927298612965 -933552506149440732841365351082151571966445016314
-6021406989263166452341134908314678152213278899426 + 481639539168623005568116764838970092471913585609 -5539767450094543446773018143475708059741365313817
-1241988971280425319876334584705090009395639043025 + -6483309892793964852994123190301378077358297595517 -7725298864074390172870457775006468086753936638542
-1486654748315037683588745485504435571385829626211 + -1964472763073927100929318891673896710642892529102 -3451127511388964784518064377178332282028722155313
-4029141465957891595938098582830152616895426416462 + -9719975287884877743028072870029747200845112587601 -13749116753842769338966171452859899817740539004063
1624996122139594164331615773621227416747428654185 + 9830675379154531803572052875528802002595457951713 11455671501294125967903668649150029419342886605898
-4343731903039870187307779943903952903896702594183 + -9963711112795979641685532901715818721331483237949 -14307443015835849828993312845619771625228185832132
-4721316150285611798031982261440752511819611727160 + -6103831697692726649770017794801018489603098845671 -10825147847978338447802000056241771001422710572831
-3263451055881572237653188065690360504592817148154 + -8414028480695132353882688708588758644159621411192 -11677479536576704591535876774279119148752438559346
-6360616234825136449477707286668250239527691906341 + 5889621921356840299131048804592207461015614399087 -470994313468296150346658482076042778512077507254
1345124332270664710130848753856287286198408140168 + 4229819191700232405868723120488770511701011381055 5574943523970897115999571874345057797899419521223
6899318579427802527742876566112127176388579648317 + -9260524729534467969607025357252638962209041935822 -2361206150106665441864148791140511785820462287505
-6026655168094611583738275107379260767738136049947 + -5240578025432770384054361090632312938277326297710 -11267233193527381967792636198011573706015462347657
-8649010724007505671095809350451035507899372681815 + 9815139862174715680653438611262118956118762646992 1166129138167210009557629260811083448219389965177
-6862577006717099298096474623447636239795157035728 + -5456617529451809475949427371681235579170444695839 -12319194536168908774045901995128871818965601731567
7885350344319679286868546049742491516715280710354 + -1898547418402642082861685678926313040329324665444 5986802925917037204006860370816178476385956044910
6349846384139995113499076396514813358693340185878 + -5542274174167315252917844969710179120864549858764 807572209972679860581231426804634237828790327114
2344083283678550139392410518732021476314945031668 + -1258703174336740571442705784555825553505776228171 1085380109341809567949704734176195922809168803497
-6960699672417313389787598358333171746780501837946 + -1466591782437645216449302019348529120673694512209 -8427291454854958606236900377681700867454196350155
8657614616895122790519646269710145872142316986758 + 9545692299048331006417020078643083126759571858283 18203306915943453796936666348353228998901888845041
9314445422873452671392961686240298708957386883975 + 3128351391429855698182004615218983987807016094075 12442796814303308369574966301459282696764402978050
2385728752894134688448157803684265048428762111273 + 8158492373445459512523809016672844732010639805747 10544221126339594200971966820357109780439401917020
-9708753142347165152624105819373205414513397563114 + 9187006206323532224042737334091686162218633386151 -521746936023632928581368485281519252294764176963
7223154752005078437086917908032128247540938712469 + 7402276476353074954550305535324090261462309415060 14625431228358153391637223443356218509003248127529
54383104431859494505852202231991760128509643657 + -8063432739109698898204342604572732164654886897500 -8009049634677839403698490402340740404526377253843
-4539431608667465508651550023533419547460235729931 + -3541361959507718431400316204125332307250882773510 -8080793568175183940051866227658751854711118503441
8311645678872381017205434924485591748296026935726 + 7030634066835981078447950986003086424909046450144 15342279745708362095653385910488678173205073385870
8318517609040661707103358836802041229681090192925 + 2247287732642869138030957943766364589282143545938 10565805341683530845134316780568405818963233738863
-8396924798642323158593413525907430362739068565734 + 321399600911375364758744973023444062562909419135 -8075525197730947793834668552883986300176159146599
-9413665771616300774395611879343922561112945224895 + -4621511965277745391768238417518142377030929124058 -14035177736894046166163850296862064938143874348953
-1840866089244039636613395881245368624328790566429 + 6753953956193812913319563720795589341243265473407 4913087866949773276706167839550220716914474906978
8669657382239175851025739357955495184641529615554 + 2962840484970351031832792471863298087337661235193 11632497867209526882858531829818793271979190850747
-8087895099999556826879983485591250752065320807051 + 4490314310922078721779695094656003694808403665719 -3597580789077478105100288390935247057256917141332
9656766896473134705627953358625680401282603660092 - -8266308105048311302033346475816960430974945920660 17923075001521446007661299834442640832257549580752
1197725895953269718169596929760343514955201264642 - 3925203356226797412154251127006073970754770067017 -2727477460273527693984654197245730455799568802375
-855908744437404799422159278066604626710871514574 - 2809305808484689574373238351994449973386392133475 -3665214552922094373795397630061054600097263648049
-475093569348359990599380704015539076055150641954 - -738738944808980785524749166824932804056329110686 263645375460620794925368462809393728001178468732
-9403168649012734496318226715836792865246313165863 - -7714039814601823368991543207303486046533710251515 -1689128834410911127326683508533306818712602914348
-6542871146198023071073309030502772147803469593482 - 6165985032526446481629826581169880837269757792166 -12708856178724469552703135611672652985073227385648
9460123324743383320356020275916782639012688111544 - -5728163459012221174422088447776355102832918841259 15188286783755604494778108723693137741845606952803
-2146226193306905590371711778749085571493956564909 - 8102581800242719107742803935613398375660808316980 -10248807993549624698114515714362483947154764881889
6741645516641269568024801637725980502536674390071 - -3826378395388140775779947482984220423291161557399 10568023912029410343804749120710200925827835947470
-7542110476538575619999917922420633834437386732517 - -9070270030487524608691107848567703005626207832373 1528159553948948988691189926147069171188821099856
7992400964478233820389454115667490745636817953798 - 1482990536464117459346070186203844794341912579871 6509410428014116361043383929463645951294905373927
-2146240190887210408858619192645040114432936790404 - -9247141719359394728760276245160396809422889006490 7100901528472184319901657052515356694989952216086
-8075272977438529743022782562911825455914377107191 - 7699655405367393432439914627279550976462569500216 -15774928382805923175462697190191376432376946607407
-4577995516358104196618134927919411337042968815303 - -9965543968168048888589632574297082994017184890378 5387548451809944691971497646377671656974216075075
-9755324566500517579840104551815183432863600392997 - -2885554700403573326632125479498721455457933377696 -6869769866096944253207979072316461977405667015301
1594290144485002776226171812533318764565488189014 - -6519346664798968156978094507236008737008572844610 8113636809283970933204266319769327501574061033624
-3817558783033535708157128739172603751497525687913 - 8446327065406374597156256492050087887747672155668 -12263885848439910305313385231222691639245197843581
-3400412360661977326396629794214192821148749154305 - 8804693627427186531767460328621379514996899087586 -12205105988089163858164090122835572336145648241891
9442561897791583516587103708760691444286881237800 - -5861316910246256971404871518039619449382411054131 15303878808037840487991975226800310893669292291931
-2628934330261469692600722212821145465591792436060 - -101098375991387434475813359861978876383569777337 -2527835954270082258124908852959166589208222658723
-1532555711889340311474864652314929474622059967938 - -1323852165468928716826053016169337649203578750288 -208703546420411594648811636145591825418481217650
-2160031973391492912372942451775118590979761626415 - 3356217753007328628514764296198292178030126876379 -5516249726398821540887706747973410769009888502794
-8047792873385198217197026657575565214524433527784 - 8587400539735775923231811779950031648532388672953 -16635193413120974140428838437525596863056822200737
-6833334096456654293064121104392573599783656303107 - 3148243757680618641674411386641583043482981678279 -9981577854137272934738532491034156643266637981386
-7691184871047149668967215272695024062353852279130 - 2775230112669830683601928497214876462262367053080 -10466414983716980352569143769909900524616219332210
1250037814508374034239102496898751673403852676625 - -406407487163313771555322302238219572005880154843 1656445301671687805794424799136971245409732831468
717615196304839949505266925432454633081869404221 - -4665165780703497473750477159437840857296790749112 5382780977008337423255744084870295490378660153333
-408262398693746668870518701159364802917484208069 - -9643632370942429383030549179216044239116335934611 9235369972248682714160030478056679436198851726542
-9484646322454364429149997619795547298838327239287 - -1908960740674232737778355714961140796001004110351 -7575685581780131691371641904834406502837323128936
-1273817823375023771209112234205603128310893007760 - 7061359393118680360632316657610314187037283870357 -8335177216493704131841428891815917315348176878117
-649708283653627216627367564539390569892212106257 - 56145547693187257803913734583071460213010975985 -705853831346814474431281299122462030105223082242
-2054237147125918517455096677061086835485103981448 - -1267106785539263697065074623251063776986710600908 -787130361586654820390022053810023058498393380540
5653223252059062277941875725532974237129629659007 - -1711501723514685485003814336544939617211548875221 7364724975573747762945690062077913854341178534228
6227446089334852931954109293809769960280925925404 - -3674580964518236127500553610438519524728225220338 9902027053853089059454662904248289485009151145742
2968147011485144449136248395617776958353411729812 - -160374620030625896271876538252255735487280969161 3128521631515770345408124933870032693840692698973
5566068037069761948799922994156690682938689261784 - -1048358907556238091387429229854637121275199985279 6614426944626000040187352224011327804213889247063
